id	same_as_id	duplicate_count	category	subject_policy	jp_prefix	jp_suffix	jp_with_b	zh_prefix	zh_suffix
1352		1	B_NI	auto	に、欲しいアイテムが無く	やっぱりいい、と言ったこと	{B}に、欲しいアイテムが無く / やっぱりいい、と言ったこと	对{B}说没有想要的道具所以还是算了	的事情
1353		1	INTERNAL_AB	manual	の欲しがったアイテムを	$bにあげたこと	{B}の欲しがったアイテムを / $bにあげたこと	把{B}想要的道具给了{B}	的事情
1354		1	B_NO	auto	の欲しがったアイテムは	渡せない、と断ったこと	{B}の欲しがったアイテムは / 渡せない、と断ったこと	拒绝说不能把{B}想要的道具给{B}	的事情
1355		1	B_KARA	auto	からアイテムを貰い	礼を言ったこと	{B}からアイテムを貰い / 礼を言ったこと	从{B}那里收到道具后道谢	的事情
1356		1	B_NI	auto	に、体力回復用の	アイテムをねだったこと	{B}に、体力回復用の / アイテムをねだったこと	向{B}讨要恢复体力的道具	的事情
1357		1	B_NI	auto	に、喉の渇きを癒す	アイテムをねだったこと	{B}に、喉の渇きを癒す / アイテムをねだったこと	向{B}讨要解渴的道具	的事情
1358		1	B_NI	auto	に、目を覚まさせる	アイテムをねだったこと	{B}に、目を覚まさせる / アイテムをねだったこと	向{B}讨要提神的道具	的事情
1359		1	B_NI	auto	に、嫌いな	アイテムをねだったこと	{B}に、嫌いな / アイテムをねだったこと	向{B}讨要不喜欢的道具	的事情
1360		1	B_NI	auto	に、色欲を満たす	アイテムをねだったこと	{B}に、色欲を満たす / アイテムをねだったこと	向{B}讨要满足色欲的道具	的事情
1361		1	B_NI	auto	に、物欲を満たす	アイテムをねだったこと	{B}に、物欲を満たす / アイテムをねだったこと	向{B}讨要满足物欲的道具	的事情
1362		1	B_NI	auto	に、金目の	アイテムをねだったこと	{B}に、金目の / アイテムをねだったこと	向{B}讨要值钱的道具	的事情
1363		1	B_NI	auto	に、名誉欲を満たす	アイテムをねだったこと	{B}に、名誉欲を満たす / アイテムをねだったこと	向{B}讨要满足名誉欲的道具	的事情
1364		1	B_NI	auto	に、力欲を満たす	アイテムをねだったこと	{B}に、力欲を満たす / アイテムをねだったこと	向{B}讨要满足力量欲的道具	的事情
1365		1	B_NI	auto	に、皆に好かれたい時用の	アイテムをねだったこと	{B}に、皆に好かれたい時用の / アイテムをねだったこと	向{B}讨要用于博好感时的道具	的事情
1366		1	B_NI	auto	に、正義をなしたい時用の	アイテムをねだったこと	{B}に、正義をなしたい時用の / アイテムをねだったこと	向{B}讨要用于行正义时的道具	的事情
1367		1	B_NI	auto	に、恋に生きたい時用の	アイテムをねだったこと	{B}に、恋に生きたい時用の / アイテムをねだったこと	向{B}讨要用于恋爱时的道具	的事情
1368		1	B_NI	auto	に、何もしたくない時用の	アイテムをねだったこと	{B}に、何もしたくない時用の / アイテムをねだったこと	向{B}讨要用于什么都不想做时的道具	的事情
1369		1	B_NI	auto	に、トイレに行きたい時の	アイテムをねだったこと	{B}に、トイレに行きたい時の / アイテムをねだったこと	向{B}讨要用于上厕所时的道具	的事情
1370		1	B_NI	auto	に、友情に生きたい時用の	アイテムをねだったこと	{B}に、友情に生きたい時用の / アイテムをねだったこと	向{B}讨要用于追求友情时的道具	的事情
1371		1	B_NI	auto	に、親愛に生きたい時用の	アイテムをねだったこと	{B}に、親愛に生きたい時用の / アイテムをねだったこと	向{B}讨要用于表达亲爱时的道具	的事情
1372		1	B_NI	auto	に、体力回復用の	アイテムを差し出したこと	{B}に、体力回復用の / アイテムを差し出したこと	向{B}递出恢复体力的道具	的事情
1373		1	B_NI	auto	に、喉の渇きを癒す	アイテムを差し出したこと	{B}に、喉の渇きを癒す / アイテムを差し出したこと	向{B}递出解渴的道具	的事情
1374		1	B_NI	auto	に、目を覚まさせる	アイテムを差し出したこと	{B}に、目を覚まさせる / アイテムを差し出したこと	向{B}递出提神的道具	的事情
1375		1	B_NI	auto	に、嫌いな	アイテムを差し出したこと	{B}に、嫌いな / アイテムを差し出したこと	向{B}递出不喜欢的道具	的事情
1376		1	B_NI	auto	に、色欲を満たす	アイテムを差し出したこと	{B}に、色欲を満たす / アイテムを差し出したこと	向{B}递出满足色欲的道具	的事情
1377		1	B_NI	auto	に、物欲を満たす	アイテムを差し出したこと	{B}に、物欲を満たす / アイテムを差し出したこと	向{B}递出满足物欲的道具	的事情
1378		1	B_NI	auto	に、金目の	アイテムを差し出したこと	{B}に、金目の / アイテムを差し出したこと	向{B}递出值钱的道具	的事情
1379		1	B_NI	auto	に、名誉欲を満たす	アイテムを差し出したこと	{B}に、名誉欲を満たす / アイテムを差し出したこと	向{B}递出满足名誉欲的道具	的事情
1380		1	B_NI	auto	に、力欲を満たす	アイテムを差し出したこと	{B}に、力欲を満たす / アイテムを差し出したこと	向{B}递出满足力量欲的道具	的事情
1381		1	B_NI	auto	に、皆に好かれたい時用の	アイテムを差し出したこと	{B}に、皆に好かれたい時用の / アイテムを差し出したこと	向{B}递出用于博好感时的道具	的事情
1382		1	B_NI	auto	に、正義をなしたい時用の	アイテムを差し出したこと	{B}に、正義をなしたい時用の / アイテムを差し出したこと	向{B}递出用于行正义时的道具	的事情
1383		1	B_NI	auto	に、恋に生きたい時用の	アイテムを差し出したこと	{B}に、恋に生きたい時用の / アイテムを差し出したこと	向{B}递出用于恋爱时的道具	的事情
1384		1	B_NI	auto	に、何もしたくない時用の	アイテムを差し出したこと	{B}に、何もしたくない時用の / アイテムを差し出したこと	向{B}递出用于什么都不想做时的道具	的事情
1385		1	B_NI	auto	に、トイレに行きたい時の	アイテムを差し出したこと	{B}に、トイレに行きたい時の / アイテムを差し出したこと	向{B}递出用于上厕所时的道具	的事情
1386		1	B_NI	auto	に、友情に生きたい時用の	アイテムを差し出したこと	{B}に、友情に生きたい時用の / アイテムを差し出したこと	向{B}递出用于追求友情时的道具	的事情
1387		1	B_NI	auto	に、親愛に生きたい時用の	アイテムを差し出したこと	{B}に、親愛に生きたい時用の / アイテムを差し出したこと	向{B}递出用于表达亲爱时的道具	的事情
1451		1	B_NO	auto	のシンクロ技能訓練を	断ったこと	{B}のシンクロ技能訓練を / 断ったこと	拒绝{B}的同步技能训练	的事情
1452		1	B_NO	auto	のシンクロ技能訓練を	行ったこと	{B}のシンクロ技能訓練を / 行ったこと	进行{B}的同步技能训练	的事情
1460		1	B_NO	auto	のシンクロ技能訓練の	結果に、満足したこと	{B}のシンクロ技能訓練の / 結果に、満足したこと	对{B}的同步技能训练结果感到满意	的事情
1461		1	B_NO	auto	のシンクロ技能訓練の	結果に、安心したこと	{B}のシンクロ技能訓練の / 結果に、安心したこと	对{B}的同步技能训练结果感到安心	的事情
1462		1	B_NO	auto	のシンクロ技能訓練の	結果に、落胆したこと	{B}のシンクロ技能訓練の / 結果に、落胆したこと	对{B}的同步技能训练结果感到失望	的事情
1473		1	B_NI	auto	に、最近の出来事を	話したこと	{B}に、最近の出来事を / 話したこと	对{B}讲述最近发生的事情	的事情
1474		1	B_NI	auto	に、他人の出来事を	話したこと	{B}に、他人の出来事を / 話したこと	对{B}讲述别人的事情	的事情
1475		1	B_NI	auto	に、最近の愚痴を	話したこと	{B}に、最近の愚痴を / 話したこと	对{B}讲述最近的牢骚	的事情
1476		1	B_NI	auto	に、以前の出来事を	話したこと	{B}に、以前の出来事を / 話したこと	对{B}讲述以前的事情	的事情
1493		1	NO_B	auto	観葉植物を見たこと		観葉植物を見たこと	看观叶植物的事情	
1494		1	NO_B	auto	食堂のメニューを見たこと		食堂のメニューを見たこと	看食堂菜单的事情	
1495		1	NO_B	auto	ロッカーに	荷物を預けたこと	ロッカーに / 荷物を預けたこと	把行李存在储物柜	的事情
1496		1	NO_B	auto	ロッカーから	荷物を取り出したこと	ロッカーから / 荷物を取り出したこと	从储物柜取出行李	的事情
1497		1	NO_B	auto	ビデオを観たこと		ビデオを観たこと	看录像的事情	
1498		2	NO_B	auto	トイレに行ったこと		トイレに行ったこと	去洗手间的事情	
1499	1498	2	NO_B	auto	トイレに行ったこと		トイレに行ったこと	去洗手间的事情	
1500		1	B_NO	auto	の話に、	テキトーに相づちをうったこと	{B}の話に、 / テキトーに相づちをうったこと	对{B}的话随便附和	的事情
1501		1	B_NO	auto	の話に乗ったこと		{B}の話に乗ったこと	顺着{B}的话说的事情	
1502		1	B_NO	auto	の話に、	それだけか、と言ったこと	{B}の話に、 / それだけか、と言ったこと	对{B}的话说就这些吗	的事情
1503		1	B_NI	auto	に、最近の事を	尋ねたこと	{B}に、最近の事を / 尋ねたこと	向{B}询问最近的事情	的事情
1504		1	B_NI	auto	に、最近の事を	教えたこと	{B}に、最近の事を / 教えたこと	告诉{B}最近的事情	的事情
1507		1	B_NI	auto	に、今の体調を	尋ねたこと	{B}に、今の体調を / 尋ねたこと	向{B}询问现在身体状况	的事情
1508		1	B_NI	auto	に、今の体調を	教えたこと	{B}に、今の体調を / 教えたこと	告诉{B}现在身体状况	的事情
1509		1	B_NI	auto	に、最近の調子を	尋ねたこと	{B}に、最近の調子を / 尋ねたこと	向{B}询问最近的状况	的事情
1510		1	B_NI	auto	に、最近の調子を	教えたこと	{B}に、最近の調子を / 教えたこと	告诉{B}最近的状况	的事情
1511		1	B_NI	auto	に、お金をねだったこと		{B}に、お金をねだったこと	向{B}讨钱的事情	
1512		1	B_NI	auto	に、お金を渡したこと		{B}に、お金を渡したこと	把钱交给{B}的事情	
1513		1	B_KARA_NO	auto	からのお金の無心に	持ち合わせが無い、と断ったこと	{B}からのお金の無心に / 持ち合わせが無い、と断ったこと	告诉{B}说没带现钱拒绝{B}要钱	的事情
1514		1	B_KARA_NO	auto	からのお金の無心を	断ったこと	{B}からのお金の無心を / 断ったこと	拒绝{B}要钱	的事情
1531		1	B_NI	auto	に、不満をぶつけたこと		{B}に、不満をぶつけたこと	对{B}发泄不满的事情	
1532		1	B_KARA	auto	からぶつけられた不満を	黙って聞いていたこと	{B}からぶつけられた不満を / 黙って聞いていたこと	默默听{B}发泄不满	的事情
1533		1	B_KARA	auto	からぶつけられた不満に	文句を言い返したこと	{B}からぶつけられた不満に / 文句を言い返したこと	对{B}发泄的不满还嘴	的事情
1534		1	B_KARA	auto	から不満をぶつけられたが	相手にしなかったこと	{B}から不満をぶつけられたが / 相手にしなかったこと	被{B}发泄不满但没当回事	的事情
1535		1	B_WO	auto	を挑発するセリフを	吐いたこと	{B}を挑発するセリフを / 吐いたこと	对{B}说出挑衅的话语	的事情
1536		1	B_KARA	auto	から挑発されたが	黙って聞いていたこと	{B}から挑発されたが / 黙って聞いていたこと	被{B}挑衅但默默听着	的事情
1537		1	B_KARA	auto	から挑発され	文句を言い返したこと	{B}から挑発され / 文句を言い返したこと	被{B}挑衅后还嘴	的事情
1538		1	B_KARA	auto	から挑発されたが	馬鹿にするように笑ったこと	{B}から挑発されたが / 馬鹿にするように笑ったこと	被{B}挑衅后轻蔑地笑	的事情
1539		1	B_NO	auto	のΑΤの低調を	叱ったこと	{B}のΑΤの低調を / 叱ったこと	训斥{B}的AT低迷	的事情
1540		1	B_KARA	auto	からΑΤ低調を叱られ	黙って聞いていたこと	{B}からΑΤ低調を叱られ / 黙って聞いていたこと	被{B}训斥AT低迷后默默听着	的事情
1541		1	B_KARA	auto	からΑΤ低調を叱られ	文句を言い返したこと	{B}からΑΤ低調を叱られ / 文句を言い返したこと	被{B}训斥AT低迷后还嘴	的事情
1542		1	B_KARA	auto	からΑΤ低調を叱られ	力なく謝ったこと	{B}からΑΤ低調を叱られ / 力なく謝ったこと	被{B}训斥AT低迷后无力地道歉	的事情
1543		1	B_HENO	auto	への好意を表したこと		{B}への好意を表したこと	表达对{B}的好感的事情	
1544		1	B_KARA	auto	から友好的に接せられ	好意的に応対したこと	{B}から友好的に接せられ / 好意的に応対したこと	被{B}友好对待后也友好回应	的事情
1545		1	B_KARA	auto	から友好的に接せられ	普通に返したこと	{B}から友好的に接せられ / 普通に返したこと	被{B}友好对待后普通回应	的事情
1546		1	B_KARA	auto	から友好的に接せられ	邪険な態度で応対したこと	{B}から友好的に接せられ / 邪険な態度で応対したこと	被{B}友好对待后用冷漠态度回应	的事情
1547		1	B_NI	auto	に、気さくに	話しかけたこと	{B}に、気さくに / 話しかけたこと	亲切地向{B}搭话	的事情
1548		1	B_KARA	auto	から気さくに話しかけられ	好意的に応対したこと	{B}から気さくに話しかけられ / 好意的に応対したこと	被{B}亲切搭话后友好回应	的事情
1549		1	B_KARA	auto	から気さくに話しかけられ	普通に返したこと	{B}から気さくに話しかけられ / 普通に返したこと	被{B}亲切搭话后普通回应	的事情
1550		1	B_KARA	auto	から気さくに話しかけられ	邪険な態度で応対したこと	{B}から気さくに話しかけられ / 邪険な態度で応対したこと	被{B}亲切搭话后用冷漠态度回应	的事情
1551		1	B_NO	auto	のΑΤの高さを	感心してみせたこと	{B}のΑΤの高さを / 感心してみせたこと	对{B}的AT之高表示佩服	的事情
1552		1	B_KARA	auto	からΑΤの高さを感心され	好意的に応対したこと	{B}からΑΤの高さを感心され / 好意的に応対したこと	被{B}佩服AT高后友好回应	的事情
1553		1	B_KARA	auto	からΑΤの高さを感心され	普通に返したこと	{B}からΑΤの高さを感心され / 普通に返したこと	被{B}佩服AT高后普通回应	的事情
1554		1	B_KARA	auto	からΑΤの高さを感心され	邪険な態度で応対したこと	{B}からΑΤの高さを感心され / 邪険な態度で応対したこと	被{B}佩服AT高后用冷漠态度回应	的事情
1555		1	B_WO	auto	を見たこと		{B}を見たこと	看着{B}的事情	
1556		1	B_WO	auto	を好意的な目で見たこと		{B}を好意的な目で見たこと	用充满好感的目光看{B}的事情	
1557		1	B_KARA	auto	から好意的な目で見られて	軽い挨拶で返したこと	{B}から好意的な目で見られて / 軽い挨拶で返したこと	被{B}用充满好感的目光看后简单打招呼回应	的事情
1558		1	B_KARA	auto	から好意的な目で見られて	照れたこと	{B}から好意的な目で見られて / 照れたこと	被{B}用充满好感的目光看后害羞	的事情
1559		1	B_KARA	auto	から好意的な目で見られて	首をかしげたこと	{B}から好意的な目で見られて / 首をかしげたこと	被{B}用充满好感的目光看后感到费解	的事情
1560		1	B_KARA	auto	から好意的な目で	見られたが、無視したこと	{B}から好意的な目で / 見られたが、無視したこと	被{B}用充满好感的目光看但无视了	的事情
1561		1	B_WO	auto	を何気なく見たこと		{B}を何気なく見たこと	若无其事地看着{B}的事情	
1562		1	B_KARA	auto	から何気なく見られて	軽い挨拶で返したこと	{B}から何気なく見られて / 軽い挨拶で返したこと	被{B}若无其事地看后简单打招呼回应	的事情
1563		1	B_KARA	auto	から何気なく見られて	気まずい思いをしたこと	{B}から何気なく見られて / 気まずい思いをしたこと	被{B}若无其事地看着后感到尴尬	的事情
1564		1	B_KARA	auto	から何気なく見られたが	無視したこと	{B}から何気なく見られたが / 無視したこと	被{B}若无其事地看着但无视了	的事情
1565		1	B_WO	auto	を悪意を込めて見たこと		{B}を悪意を込めて見たこと	带着恶意看着{B}的事情	
1566		1	B_NO	auto	の視線に悪意を感じたので	睨み返したこと	{B}の視線に悪意を感じたので / 睨み返したこと	察觉到{B}视线中的恶意后瞪回去	的事情
1567		1	B_NO	auto	の視線に悪意を感じたので	目を逸らしたこと	{B}の視線に悪意を感じたので / 目を逸らしたこと	察觉到{B}视线中的恶意后移开视线	的事情
1568		1	B_NO	auto	の視線に悪意を感じたが	無視したこと	{B}の視線に悪意を感じたが / 無視したこと	察觉到{B}视线中的恶意但无视了	的事情
1569		1	B_NO	auto	の視線に悪意を感じたので	食って掛かったこと	{B}の視線に悪意を感じたので / 食って掛かったこと	察觉到{B}视线中的恶意后冲上去理论	的事情
1570		1	B_NI_TAISHITE	auto	に対して微笑んだこと		{B}に対して微笑んだこと	对{B}微笑的事情	
1571		1	B_NI_TAISHITE	auto	に対して同意したこと		{B}に対して同意したこと	对{B}表示同意的事情	
1572		1	B_NI_TAISHITE	auto	に対して	相づちを打ったこと	{B}に対して / 相づちを打ったこと	对{B}随声附和	的事情
1573		1	B_NI_TAISHITE	auto	に対して	気の無い返事をしたこと	{B}に対して / 気の無い返事をしたこと	对{B}敷衍回答	的事情
1574		1	B_NI_TAISHITE	auto	に対して、あいまいに	誤魔化す態度をしたこと	{B}に対して、あいまいに / 誤魔化す態度をしたこと	对{B}含糊糊弄过去	的事情
1576		1	B_KARA	auto	から目を逸らしたこと		{B}から目を逸らしたこと	移开看向{B}的目光的事情	
1577		1	B_NI	auto	に、うわの空な	態度をしたこと	{B}に、うわの空な / 態度をしたこと	对{B}心不在焉	的事情
1578	4	4	B_WO	auto	を無視したこと		{B}を無視したこと	无视{B}的事情	
1579		1	B_NI_TAISHITE	auto	に対して	ムッとしたこと	{B}に対して / ムッとしたこと	对{B}感到不高兴	的事情
1580		1	B_NI_TAISHITE	auto	に対して、しらけた	態度をしたこと	{B}に対して、しらけた / 態度をしたこと	对{B}表现冷淡态度	的事情
1581		1	B_NO	auto	の態度に	肩を落としたこと	{B}の態度に / 肩を落としたこと	因{B}的态度沮丧	的事情
1582		1	B_NO	auto	の態度に	うなだれたこと	{B}の態度に / うなだれたこと	因{B}的态度垂头丧气	的事情
1583		1	B_NO	auto	の態度に	ため息をついたこと	{B}の態度に / ため息をついたこと	因{B}的态度叹气	的事情
1584		1	B_NO	auto	の態度に	がっかりしたこと	{B}の態度に / がっかりしたこと	因{B}的态度失望	的事情
1585		1	B_NI_TAISHITE	auto	に対して	はにかんだこと	{B}に対して / はにかんだこと	对{B}感到害羞	的事情
1586		1	B_NO	auto	の心配をしたこと		{B}の心配をしたこと	担心{B}的事情	
1587		1	B_NI_TAISHITE	auto	に対して	不快感を持ったこと	{B}に対して / 不快感を持ったこと	对{B}感到不快	的事情
1588		1	B_NO	auto	の事を、好意的に	感じたこと	{B}の事を、好意的に / 感じたこと	对{B}抱有好感	的事情
1589		1	B_NO	auto	の態度に	ひるんだこと	{B}の態度に / ひるんだこと	被{B}的态度震慑到	的事情
1590		1	B_NI_TAISHITE	auto	に対して	礼を言ったこと	{B}に対して / 礼を言ったこと	向{B}道谢	的事情
1594		2	NO_B	auto	自滅促進プログラムの	作成を行ったこと	自滅促進プログラムの / 作成を行ったこと	制作自灭促进计划	的事情
1595	1594	2	NO_B	auto	自滅促進プログラムの	作成を行ったこと	自滅促進プログラムの / 作成を行ったこと	制作自灭促进计划	的事情
1596		1	NO_B	auto	自滅促進プログラムを	実行したこと	自滅促進プログラムを / 実行したこと	执行自灭促进计划	的事情
1597		1	B_TO	auto	と、ユニゾン訓練を	行ったこと	{B}と、ユニゾン訓練を / 行ったこと	和{B}进行同步训练	的事情
1600		1	NO_B	auto	シールはがしに	チャレンジしたこと	シールはがしに / チャレンジしたこと	挑战揭贴纸	的事情
1601		1	NO_B	auto	シールのシートを	確認したこと	シールのシートを / 確認したこと	查看贴纸页	的事情
1602	1279	6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1603		1	B_NI	auto	に、懸賞の応募を	お願いしたこと	{B}に、懸賞の応募を / お願いしたこと	拜托{B}帮忙应征抽奖	的事情
1604		1	NO_B	auto	京都への出張計画書の	作成を行ったこと	京都への出張計画書の / 作成を行ったこと	制作去京都出差计划书	的事情
1605		1	NO_B	auto	青葉に電話をかけたこと		青葉に電話をかけたこと	给青叶打电话的事情	
1606		1	B_WO	auto	をデートに誘ったこと		{B}をデートに誘ったこと	约{B}去约会的事情	
1607		1	B_WO	auto	を問いただしたこと		{B}を問いただしたこと	追问{B}的事情	
1608		1	B_WO	auto	を誘ったこと		{B}を誘ったこと	邀请{B}的事情	
1609		1	NO_B	auto	力を解放したこと		力を解放したこと	解放力量的事情	
1610	143	3	B_WO	auto	を心配したこと		{B}を心配したこと	担心{B}的事情	
1611	1279	6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1612		1	B_NO	auto	の容態を聞いたこと		{B}の容態を聞いたこと	询问{B}病况的事情	
1613		1	B_NI	auto	に、レイが入院したが	大した事では無い、と言ったこと	{B}に、レイが入院したが / 大した事では無い、と言ったこと	对{B}说丽住院了但没什么大不了	的事情
1614		1	B_NI	auto	に、レイが入院したが	すぐに退院する、と言ったこと	{B}に、レイが入院したが / すぐに退院する、と言ったこと	对{B}说丽住院了但马上就会出院	的事情
1615		1	B_NI	auto	に、レイが入院して	少し心配だ、と言ったこと	{B}に、レイが入院して / 少し心配だ、と言ったこと	对{B}说丽住院了有点担心	的事情
1616		1	B_NI	auto	に、レイが入院したが	重傷のようだ、と言ったこと	{B}に、レイが入院したが / 重傷のようだ、と言ったこと	对{B}说丽住院了好像是重伤	的事情
1617		1	B_NI	auto	に、レイが入院したが	大丈夫だろうか、と言ったこと	{B}に、レイが入院したが / 大丈夫だろうか、と言ったこと	对{B}说丽住院了不知道要不要紧	的事情
1618		1	B_NI	auto	に、レイが入院したが	死なないよね、と言ったこと	{B}に、レイが入院したが / 死なないよね、と言ったこと	对{B}说丽住院了不会死吧	的事情
1619		1	B_NI	auto	に、アスカが入院したが	大した事では無い、と言ったこと	{B}に、アスカが入院したが / 大した事では無い、と言ったこと	对{B}说明日香住院了但没什么大不了	的事情
1620		1	B_NI	auto	に、アスカが入院したが	すぐに退院する、と言ったこと	{B}に、アスカが入院したが / すぐに退院する、と言ったこと	对{B}说明日香住院了但马上就会出院	的事情
1621		1	B_NI	auto	に、アスカが入院して	少し心配だ、と言ったこと	{B}に、アスカが入院して / 少し心配だ、と言ったこと	对{B}说明日香住院了有点担心	的事情
1622		1	B_NI	auto	に、アスカが入院したが	重傷のようだ、と言ったこと	{B}に、アスカが入院したが / 重傷のようだ、と言ったこと	对{B}说明日香住院了好像是重伤	的事情
1623		1	B_NI	auto	に、アスカが入院したが	大丈夫だろうか、と言ったこと	{B}に、アスカが入院したが / 大丈夫だろうか、と言ったこと	对{B}说明日香住院了不知道要不要紧	的事情
1624		1	B_NI	auto	に、アスカが入院したが	死なないよね、と言ったこと	{B}に、アスカが入院したが / 死なないよね、と言ったこと	对{B}说明日香住院了不会死吧	的事情
1625		1	B_NI	auto	に、トウジが入院したが	大した事では無い、と言ったこと	{B}に、トウジが入院したが / 大した事では無い、と言ったこと	对{B}说冬治住院了但没什么大不了	的事情
1626		1	B_NI	auto	に、トウジが入院したが	すぐに退院する、と言ったこと	{B}に、トウジが入院したが / すぐに退院する、と言ったこと	对{B}说冬治住院了但马上就会出院	的事情
1627		1	B_NI	auto	に、トウジが入院して	少し心配だ、と言ったこと	{B}に、トウジが入院して / 少し心配だ、と言ったこと	对{B}说冬治住院了有点担心	的事情
1628		1	B_NI	auto	に、トウジが入院したが	重傷のようだ、と言ったこと	{B}に、トウジが入院したが / 重傷のようだ、と言ったこと	对{B}说冬治住院了好像是重伤	的事情
1629		1	B_NI	auto	に、トウジが入院したが	大丈夫だろうか、と言ったこと	{B}に、トウジが入院したが / 大丈夫だろうか、と言ったこと	对{B}说冬治住院了不知道要不要紧	的事情
1630		1	B_NI	auto	に、トウジが入院したが	死なないよね、と言ったこと	{B}に、トウジが入院したが / 死なないよね、と言ったこと	对{B}说冬治住院了不会死吧	的事情
1631		1	B_NI	auto	に、カヲルが入院したが	大した事では無い、と言ったこと	{B}に、カヲルが入院したが / 大した事では無い、と言ったこと	对{B}说薰住院了但没什么大不了	的事情
1632		1	B_NI	auto	に、カヲルが入院したが	すぐに退院する、と言ったこと	{B}に、カヲルが入院したが / すぐに退院する、と言ったこと	对{B}说薰住院了但马上就会出院	的事情
1633		1	B_NI	auto	に、カヲルが入院して	少し心配だ、と言ったこと	{B}に、カヲルが入院して / 少し心配だ、と言ったこと	对{B}说薰住院了有点担心	的事情
1634		1	B_NI	auto	に、カヲルが入院したが	重傷のようだ、と言ったこと	{B}に、カヲルが入院したが / 重傷のようだ、と言ったこと	对{B}说薰住院了好像是重伤	的事情
1635		1	B_NI	auto	に、カヲルが入院したが	大丈夫だろうか、と言ったこと	{B}に、カヲルが入院したが / 大丈夫だろうか、と言ったこと	对{B}说薰住院了不知道要不要紧	的事情
1636		1	B_NI	auto	に、カヲルが入院したが	死なないよね、と言ったこと	{B}に、カヲルが入院したが / 死なないよね、と言ったこと	对{B}说薰住院了不会死吧	的事情
1637		2	NO_B	auto	エヴァ修理効率見直しの	意見書作成を行ったこと	エヴァ修理効率見直しの / 意見書作成を行ったこと	制作EVA修理效率重审意见书	的事情
1638		2	NO_B	auto	エヴァ支援施設修復効率見直しの	意見書作成を行ったこと	エヴァ支援施設修復効率見直しの / 意見書作成を行ったこと	制作EVA支援设施修复效率重审意见书	的事情
1639		2	NO_B	auto	ネルフ対人防衛施設増強の	意見書作成を行ったこと	ネルフ対人防衛施設増強の / 意見書作成を行ったこと	制作NERV对人防卫设施增强意见书	的事情
1640		2	NO_B	auto	自販機業者変更の	意見書作成を行ったこと	自販機業者変更の / 意見書作成を行ったこと	制作自动贩卖机供应商更换意见书	的事情
1641	1637	2	NO_B	auto	エヴァ修理効率見直しの	意見書作成を行ったこと	エヴァ修理効率見直しの / 意見書作成を行ったこと	制作EVA修理效率重审意见书	的事情
1642	1638	2	NO_B	auto	エヴァ支援施設修復効率見直しの	意見書作成を行ったこと	エヴァ支援施設修復効率見直しの / 意見書作成を行ったこと	制作EVA支援设施修复效率重审意见书	的事情
1643	1639	2	NO_B	auto	ネルフ対人防衛施設増強の	意見書作成を行ったこと	ネルフ対人防衛施設増強の / 意見書作成を行ったこと	制作NERV对人防卫设施增强意见书	的事情
1644	1640	2	NO_B	auto	自販機業者変更の	意見書作成を行ったこと	自販機業者変更の / 意見書作成を行ったこと	制作自动贩卖机供应商更换意见书	的事情
1648	1325	2	NO_B	auto	事務技能の	訓練をしたこと	事務技能の / 訓練をしたこと	进行事务技能训练	的事情
1649	1326	2	NO_B	auto	情報技能の	訓練をしたこと	情報技能の / 訓練をしたこと	进行情报技能训练	的事情
1666	1253	2	B_NI	auto	に、一緒にネルフ本部へ	行こう、と持ちかけたこと	{B}に、一緒にネルフ本部へ / 行こう、と持ちかけたこと	向{B}提议一起去NERV总部	的事情
